Doc,True idx,True Target,Candidate idx,Max Candidate,Position,True Target JLL,Max Candidate JLL,ABS diff
1084,-1,la pena excellent song,0,          ,1,-54.21515,-4.12812,50.08703
1085,-1,even made 2/10,56,really do not care as ,57,-39.02279,-32.80373,6.21906
1086,-1,character were annoying and i,0,          ,1,-20.07088,-20.07088,0
1087,56,got were funny those person,57,were funny those person were ,1,-35.28597,-21.99474,13.29123
1088,45,tension through badly lit shot,47,through badly shot of empty ,2,-54.10437,-14.47856,39.62581
1089,77,this drearily disappointing film only,78,this disappointing film only gets ,1,-39.61797,-16.35995,23.25802
1090,45,it quite cheap but between,46,quite cheap but between the ,1,-28.77157,-21.22879,7.54278
1091,46,make the best show they,47,the best show they can ,1,-47.59792,-26.34637,21.25155
1092,43,is quite funny both he,0,          ,-43,-35.55881,-23.9781,11.58071
1093,42,of course bad i was,0,          ,-42,-35.07318,-1.63779,33.43539
1094,67,not even waste time watching,68,even waste time watching late ,1,-31.43723,-10.34094,21.09629
1095,48,which might best be described,49,might best be described as ,1,-30.35737,-27.02468,3.33269
1096,66,if the poor animal had,67,the poor animal had a ,1,-26.06592,-25.02715,1.03877
1097,50,that are subtle enough to,51,are subtle enough to usually ,1,-30.88492,-19.32122,11.5637
1098,74,and at best the film,75,at best the film up ,1,-25.5689,-12.74461,12.82429
1099,70,pink floyd's wonderful re working,36,    quite rare out ,-34,-47.458,-19.10064,28.35736
1100,46,captivating and fun filled 100,47,and fun filled 100 minute ,1,-27.70566,-24.11137,3.59429
1101,44,even laughably bad like jolly,61,just bad i mean i ,17,-34.85601,-16.9606,17.89541
1102,46,effect and laughable story line,14,    to be honest ,-32,-23.8371,-12.82223,11.01487
1103,56,to the worst of the,57,the worst of the film ,1,-34.8843,-9.31618,25.56812
1104,49,to their best film it,50,their best film it cannot ,1,-28.3565,-14.52581,13.83069
1105,0,,0,          ,0,-0.95444,-0.95444,0
1106,45,film at best the acting,60,very predictable the movie in ,15,-23.96396,-14.36373,9.60023
1107,49,nominated for best song but,50,for best song but lost ,1,-39.55598,-24.53907,15.01691
1108,46,was neither funny or rather,47,neither funny or rather dramatic ,1,-33.44381,-14.16109,19.28272
1109,68,remembering the wonderful time it,69,the wonderful time it was ,1,-48.59637,-19.06956,29.52681
1110,53,sidekick is worse he looks,54,is worse he looks like ,1,-38.16777,-18.97136,19.19641
1111,50,entertaining and funny liam on,51,entertaining and funny on the ,1,-41.19051,-23.86641,17.3241
1112,-1,fantasy really boring way too,62,  and just a sort ,63,-57.18949,-33.21894,23.97055
1113,44,second major disappointment of the,0,          ,-44,-54.14015,-12.11782,42.02233
1114,46,do the best they can,47,the best they can and ,1,-36.74644,-5.95077,30.79567
1115,-1,a total waste of time,72,it i do not think ,73,-30.3526,-28.24421,2.10839
1116,47,show but best of all,0,          ,-47,-37.2269,-1.22858,35.99832
1117,45,film is solid enough that,46,is solid enough that any ,1,-31.98101,-18.84908,13.13193
1118,45,point or bad anti climaxes,15,typical horror film is about ,-30,-48.86244,-27.99037,20.87207
1119,42,in a funny way it,40,not bad in a funny ,-2,-35.81834,-20.26439,15.55395
1120,45,and really funny with one,46,really funny with one or ,1,-30.99934,-14.71529,16.28405
1121,44,the joke predictable apart from,40,sadly disappointed i found the ,-4,-39.55017,-23.40329,16.14688
1122,52,and his best friend sam,53,his best friend sam on ,1,-24.78489,-9.78296,15.00193
1123,50,of the best film i,51,the best film i have ,1,-41.86729,-17.72652,24.14077
1124,75,of the best foreign film,42,too funny to describe from ,-33,-49.29361,-25.16084,24.13277
1125,48,valentine the best as the,49,the best as the first ,1,-37.45586,-10.4542,27.00166
1126,45,easily the best song and,49,and best performance in the ,4,-33.76846,-15.34055,18.42791
1127,41,is the best wwii documentary,42,the best wwii documentary that ,1,-35.41856,-21.57753,13.84103
1128,43,is quite awful to see,0,          ,-43,-41.60151,-6.74968,34.85183
1129,44,hunting with poor camera angle,45,with poor camera angle it ,1,-59.77231,-20.59831,39.174
1130,47,conclusion the best outcome is,30,one shot in the back ,-17,-40.41567,-24.13042,16.28525
1131,45,not as funny as i,46,as funny as i thought ,1,-17.9465,-10.05977,7.88673
1132,51,cannot be funny goldie surpasses,20,      she ends ,-31,-56.82702,-20.37236,36.45466
1133,48,be the best in tony's,49,be the best in life ,1,-41.4254,-24.60566,16.81974
1134,43,is just bad it is,63,is bad it is not ,20,-34.5533,-11.67615,22.87715
1135,42,to be funny continuing the,43,to be funny the teen ,1,-48.78426,-32.65224,16.13202
1136,59,ned was perfectly cast and,60,was perfectly cast and emma ,1,-49.84759,-23.61903,26.22856
1137,50,of the funniest character from,51,the funniest character from the ,1,-52.15845,-15.29233,36.86612
1138,48,of the best film of,49,the best film of the ,1,-45.99857,-24.16201,21.83656
1139,61,when a bad movie quietly,62,when a bad movie it ,1,-46.43282,-16.23819,30.19463
1140,-1,film a 7/10,47,too many thing for granted ,48,-33.90129,-28.56137,5.33992
1141,61,far the best of any,0,          ,-61,-32.52018,-27.14016,5.38002
1142,49,save this annoying family i,50,this annoying family i always ,1,-53.59221,-22.43956,31.15265
1143,44,was not disappointed the story,45,not disappointed the story was ,1,-35.26534,-11.89898,23.36636
1144,61,all a fun film worth,50,so as to those scene ,-11,-27.49128,-20.25764,7.23364
1145,44,do not waste more time,45,not waste more time watching ,1,-24.74159,-18.16394,6.57765
1146,49,and liquidates annoying neighbor and,50,and annoying neighbor and school ,1,-42.99358,-21.11321,21.88037
1147,49,the character poorly sketched non,50,the character poorly non existent ,1,-50.68612,-17.91039,32.77573
1148,45,of the best experimant in,16,this film funny and memorable ,-29,-30.53603,-18.48015,12.05588
1149,-1,a film 7/10,78,this gem of a film ,79,-10.36492,-10.36492,0
1150,42,is plain terrible there is,43,plain terrible there is not ,1,-34.57236,-11.00622,23.56614
1151,46,ungrateful and annoying person while,47,and annoying person while dr ,1,-31.27486,-14.58029,16.69457
1152,42,departed was terrible and ruined,37,very bad his performance in ,-5,-29.16715,-21.34585,7.8213
1153,43,maybe one funny joke it,44,one funny joke it is ,1,-35.37665,-14.25905,21.1176
1154,48,was its best track then,49,its best track then something ,1,-42.75373,-17.1411,25.61263
1155,47,are as laughable and action,48,as laughable and action as ,1,-42.18306,-18.31155,23.87151
1156,56,begins to mess with pierce,0,          ,-56,-42.84451,-15.00914,27.83537
1157,47,is pretty poor the acting,0,          ,-47,-25.85188,-2.6536,23.19828
1158,50,no the best way to,51,the best way to take ,1,-34.41326,-15.27285,19.14041
1159,44,is rather dull in her,61,right here she is on ,17,-33.40264,-29.39719,4.00545
1160,48,theater if mst3k can get,0,          ,-48,-37.71662,-11.03431,26.68231
1161,48,accent is great he is,49,is great he is got ,1,-36.83829,-14.98917,21.84912
1162,48,as the best ever song,66,it is not the screenplay ,18,-23.42071,-21.84136,1.57935
1163,44,adder is funny and almost,45,is funny and almost too ,1,-32.76038,-11.16112,21.59926
1164,43,perhaps the best moment in,44,the best moment in the ,1,-44.74005,-17.15366,27.58639
1165,51,of the subtle point we,62,so beautifully that i would ,11,-41.74305,-18.90376,22.83929
1166,-1,a 9 5/10,76,a 9 10 maybe even ,77,-56.19118,-19.06243,37.12875
1167,71,is not funny it is,73,not funny it is not ,2,-33.56526,-8.17154,25.39372
1168,65,year's 10 best list i,66,10 best list i would ,1,-36.72207,-22.75422,13.96785
1169,45,for making fun of someone,0,          ,-45,-24.67166,-15.58689,9.08477
1170,42,bad simply awful the string,0,          ,-42,-27.0999,-16.07089,11.02901
1171,49,as the annoying little kid,49,as the annoying little kid ,0,-21.71905,-21.71905,0
1172,46,unlikeable and annoying the soundtrack,51,is awful and the plot ,5,-40.18783,-20.5091,19.67873
1173,46,good guy bad guy here,47,guy bad guy here me ,1,-26.37646,-19.10758,7.26888
1174,44,dvd very cheap and i,45,very cheap and i am ,1,-38.3757,-8.47451,29.90119
1175,67,do not waste your time,0,          ,-67,-24.00208,-4.50687,19.49521
1176,47,the most stupid plot played,48,most stupid plot played very ,1,-25.96429,-23.53847,2.42582
1177,63,other pokemon favorite this adventure,64,other favorite this adventure takes ,1,-50.52765,-32.34218,18.18547
1178,46,was a great film for,45,it was a great film ,-1,-30.89119,-23.21735,7.67384
1179,52,cagney poke fun at his,19,      just like ,-33,-46.11271,-19.33559,26.77712
1180,54,good but unfortunately for them,38,is beautiful and i was ,-16,-27.92791,-15.72605,12.20186
1181,46,and the waste yet again,76,thing i liked was jame ,30,-45.77224,-26.28272,19.48952
1182,48,for a great film to,49,a great film to watch ,1,-33.0561,-24.04617,9.00993
1183,-1,all the best actors 10/10,69,much more than year as ,70,-41.18606,-29.86132,11.32474
1184,66,reach the predictable conclusion so,67,the predictable conclusion so who ,1,-44.0235,-23.79771,20.22579
1185,50,was the best so far,51,the best so far where ,1,-37.38147,-9.33851,28.04296
1186,52,suffered a terrible loss when,33,is wonderful as successful mystery ,-19,-49.91912,-29.77388,20.14524
1187,46,of the best photographed film,58,color and light the fight ,12,-38.75202,-24.14202,14.61
1188,48,footage was incredible if you,49,was incredible if you have ,1,-51.91127,-25.68835,26.22292
1189,44,is often funny one does,45,often funny one does not ,1,-28.72408,-16.13968,12.5844
1190,42,not the best movie ever,43,the best movie ever even ,1,-32.40779,-11.49356,20.91423
1191,42,he is fantastic as always,43,is fantastic as always but ,1,-34.75787,-16.96848,17.78939
1192,45,fun the best murder mystery,46,the best murder mystery be ,1,-40.04939,-13.42765,26.62174
1193,49,i personally loved i think,50,personally loved i think the ,1,-39.55953,-28.97202,10.58751
1194,43,are some funny thing happening,42,there are some funny thing ,-1,-36.22968,-20.25086,15.97882
1195,47,lackluster and cheap looking the,44,good documentary it is and ,-3,-38.91144,-21.75801,17.15343
1196,44,i feel great i hate,0,          ,-44,-39.50343,-14.69762,24.80581
1197,53,of this enjoyable mgm musical,0,          ,-53,-35.12189,-22.49331,12.62858
1198,-1,is extremely boring the acting,77,role is such a throw ,78,-42.0828,-35.65023,6.43257
1199,45,of the best martial art,77,absolutely ridiculous and a waste ,32,-39.20296,-21.54035,17.66261
1200,-1,a complete waste of my,75,just pointless it was a ,76,-27.12379,-18.75859,8.3652
1201,47,of the best independent and,34,big bad at the new ,-13,-42.54618,-29.8023,12.74388
1202,45,just good solid entertainment that,46,good solid entertainment that takes ,1,-37.37589,-26.01031,11.36558
1203,65,be kurosawa's best but coming,66,be best but coming from ,1,-29.51405,-21.95067,7.56338
1204,45,of her best it is,46,her best it is a ,1,-39.17383,-13.2757,25.89813
1205,44,was absolutely awful ali mcgraw,0,          ,-44,-39.25458,-7.99648,31.2581
1206,46,mcintire is excellent as the,47,is excellent as the law ,1,-44.97268,-14.59737,30.37531
1207,43,had that annoying bell when,44,that annoying bell when the ,1,-39.92479,-22.45113,17.47366
1208,45,rich and subtle nuance float,10,      the story ,-35,-59.15866,-8.22042,50.93824
1209,44,want to waste my time,45,to waste my time watching ,1,-26.93519,-14.63188,12.30331
1210,44,smirking is funny just like,45,is funny just like american ,1,-33.60086,-21.95116,11.6497
1211,49,the so bad it'good chart,0,          ,-49,-49.19341,-7.3336,41.85981
1212,43,also utterly awful in an,44,utterly awful in an odd ,1,-29.61323,-17.31585,12.29738
1213,50,and more subtle however panic,75,when it was released the ,25,-40.49308,-20.92903,19.56405
1214,51,protagonist a great acting job,25,as incredible as it may ,-26,-38.87793,-14.93346,23.94447
1215,44,had a terrible head injury,14,most horror movie ever dr ,-30,-30.83897,-21.60207,9.2369
1216,67,are relatively poor compared to,68,relatively poor compared to later ,1,-44.65004,-18.55204,26.098
1217,49,movie is funny and painful,50,is funny and painful at ,1,-27.10712,-15.88341,11.22371
1218,32,idge scene great enhanced the,11,      lack of ,-21,-44.51083,-18.36807,26.14276
1219,47,it is laughable tommy quickly,48,it is laughable quickly the ,1,-31.35133,-27.34122,4.01011
1220,44,not come cheap it would,6,      film did ,-38,-29.09699,-14.8369,14.26009
1221,47,have totally wasted that opportunity,35,an excellent opportunity to make ,-12,-32.21393,-24.57521,7.63872
1222,50,judd is fantastic as usual,51,is fantastic as usual as ,1,-51.80085,-19.84283,31.95802
1223,-1,budget gawd awful,0,          ,1,-60.18699,-6.21412,53.97287
1224,44,seeing the terrible terrible terrible,54,i had to see this ,10,-33.70385,-32.04851,1.65534
1225,51,a simply awful movie is,0,          ,-51,-44.96253,-3.27616,41.68637
1226,58,and the wonderful soundtrack featuring,34,just perfect as the loving ,-24,-45.12242,-20.14841,24.97401
1227,-1,an actress 7/10,68,it is just a vehicle ,69,-49.40699,-23.48291,25.92408
1228,55,for a disappointment the other,56,a disappointment the other episode ,1,-36.5877,-25.95622,10.63148
1229,44,is a great story i,43,it is a great story ,-1,-28.25075,-18.24497,10.00578
1230,78,it is funny it is,69,i loved the film and ,-9,-27.18436,-23.69454,3.48982
1231,45,kill a great movie and,66,you do not know what ,21,-34.00916,-25.4652,8.54396
1232,47,possibly the best writing i,48,the best writing i have ,1,-32.50699,-20.1556,12.35139
1233,43,not very funny and had,44,very funny and had a ,1,-19.51263,-10.51572,8.99691
1234,49,at very best dolph lundgren,0,          ,-49,-52.64759,-8.33038,44.31721
1235,49,it is funny how we,50,is funny how we get ,1,-26.29145,-16.32412,9.96733
1236,45,is the worst movie ever,47,worst movie ever made ever ,2,-27.28577,-19.8541,7.43167
1237,45,tied for worst movie ever,47,worst movie ever for so ,2,-48.48125,-22.1011,26.38015
1238,45,is a great little high,78,is a and as usual ,33,-29.67311,-23.13992,6.53319
1239,45,insincere and worse still is,46,and worse still is the ,1,-37.41601,-14.65722,22.75879
1240,-1,this film 10/10 as my,48,10 10 as my uncle ,49,-55.66686,-13.62296,42.0439
1241,63,is the bad guy but,77,you know you are on ,14,-33.67456,-25.64877,8.02579
1242,43,all the great movie i,44,the great movie i use ,1,-31.51235,-27.14688,4.36547
1243,61,really very funny in summary,61,really very funny in summary ,0,-20.84163,-20.84163,0
1244,48,to be enjoyable see mulholland,45,have to make sense to ,-3,-38.11073,-27.81662,10.29411
1245,50,what a great british movie,51,a great british movie a ,1,-35.39891,-18.75953,16.63938
1246,49,is not perfect many of,50,not perfect many of the ,1,-40.24433,-15.64918,24.59515
1247,-1,original trilogy 2/10,57,movie i do not recommend ,58,-55.39279,-28.61251,26.78028
1248,76,an utter waste of time,77,utter waste of time and ,1,-17.60689,-7.8795,9.72739
1249,51,be rock solid with a,0,          ,-51,-39.15055,-0.43608,38.71447
1250,-1,today recommended 7/10,59,his feature and seemingly always ,60,-61.5464,-31.20326,30.34314
1251,-1,is very fun to watch,56,part of the movie was ,57,-33.52301,-18.56205,14.96096
1252,48,of the best feminine cast,70,is amazing and she has ,22,-22.18289,-16.53425,5.64864
1253,44,movie was awful the ending,0,          ,-44,-35.25687,-10.35258,24.90429
1254,-1,this movie 6/10 but seeing,0,          ,1,-39.55675,-6.76964,32.78711
1255,59,amber benson waste time trying,50,was sadly it was painful ,-9,-49.23125,-21.83261,27.39864
1256,46,is a superb movie suitable,48,a superb movie for all ,2,-37.90296,-24.19166,13.7113
1257,46,the rare bad story line,31,is a great family drama ,-15,-34.47172,-27.32107,7.15065
1258,44,have been best i noticed,45,been best i noticed the ,1,-23.15197,-10.9558,12.19617
1259,44,the very best bbc dramas,45,the very best bbc and ,1,-31.22685,-15.52845,15.6984
1260,48,is quite funny it is,49,quite funny it is a ,1,-29.42421,-13.81351,15.6107
1261,51,is not funny the baby's,53,not funny the being okay ,2,-32.35318,-23.97096,8.38222
1262,-1,it a 2/10,62,his best performance was not ,63,-35.35782,-13.93754,21.42028
1263,46,very unintentionally funny but at,47,unintentionally funny but at least ,1,-23.28956,-16.55909,6.73047
1264,46,is incredibly obnoxious also roddy,78,be fun but the animation ,32,-73.53953,-15.07182,58.46771
1265,45,especially looks fantastic lined with,68,if a little cgi is ,23,-32.87619,-27.72379,5.1524
1266,43,is god awful it is,44,god awful it is like ,1,-30.28297,-12.71278,17.57019
1267,52,down they wasted it with,40,is just plain stupid up ,-12,-35.922,-24.77769,11.14431
1268,47,of the best working director,46,one of the best working ,-1,-43.37614,-27.97018,15.40596
1269,48,movie quite enjoyable to watch,0,          ,-48,-30.43512,-18.32863,12.10649
1270,58,is quite funny because the,59,quite funny because the maker ,1,-34.0754,-20.7274,13.348
1271,52,train wreck funny scene ever,57,first of all the simply ,5,-67.12177,-22.87119,44.25058
1272,44,i was disappointed with the,45,was disappointed with the lack ,1,-26.42954,-11.61501,14.81453
1273,42,gave an excellent performance but,43,an excellent performance but when ,1,-27.74663,-16.67103,11.0756
1274,43,mediocre at best the biggest,43,mediocre at best the biggest ,0,-19.73033,-19.73033,0
1275,42,ream of amazing stock and,56,is not just a documentary ,14,-45.35835,-31.90497,13.45338
1276,-1,dull and boring a few,71,go if you like silly ,72,-35.67872,-25.56188,10.11684
1277,60,has his funny moment in,61,his funny moment in perhaps ,1,-28.72249,-15.48365,13.23884
1278,-1,this a 5/10 so basically,0,          ,1,-55.12922,-55.12922,0
1279,45,kid do stupid thing like,45,kid do stupid thing like ,0,-26.07581,-26.07581,0
1280,47,finito at best the story,48,at best the story are ,1,-30.8904,-14.4262,16.4642
1281,50,authored a best picture candidate,51,already a best picture the ,1,-66.84039,-26.41328,40.42711
1282,44,was not bad at all,45,not bad at all and ,1,-30.34117,-10.15881,20.18236
1283,-1,too many bad song and,78,compared to other cartoon of ,79,-38.38236,-38.38236,0
1284,49,stone is great in her,50,is great in her role ,1,-64.01556,-18.3959,45.61966
1285,47,a very annoying small girl,48,very annoying small girl in ,1,-27.17269,-19.17804,7.99465
1286,45,even the worst movie have,46,the worst movie have at ,1,-27.52669,-15.73445,11.79224
1287,-1,movie to avoid,0,          ,1,-45.75932,-10.37837,35.38095
1288,44,to those great director is,30,as well as other notable ,-14,-34.37669,-22.0912,12.28549
1289,67,do not waste your time,68,not waste your time or ,1,-24.5989,-19.51999,5.07891
1290,49,far more fantastic ironic and,0,          ,-49,-31.47052,-11.03073,20.43979
1291,75,film is best watched on,76,is best watched on a ,1,-31.17804,-18.63538,12.54266
1292,44,so many bad movie land,44,so many bad movie land ,0,-20.80959,-20.80959,0
1293,45,is a terrible production of,46,a terrible production of though ,1,-36.07056,-19.65055,16.42001
1294,61,man was annoying overall it,62,was annoying overall it seems ,1,-31.7581,-18.93886,12.81924
1295,43,zombie very funny part of,44,very funny part of the ,1,-35.19312,-7.25303,27.94009
1296,56,cinema history's best sabu is,0,          ,-56,-51.26397,-10.44574,40.81823
1297,61,line of cheap atmospheric european,21,    to me i ,-40,-23.585,-12.55618,11.02882
1298,59,the top annoying or underdeveloped,66,a funny character if you ,7,-47.89014,-25.64765,22.24249
1299,47,is possibly worse than both,0,          ,-47,-29.87211,-11.50459,18.36752
1300,-1,it a 8/10 that is,61,8 10 that is how ,62,-47.98315,-15.90386,32.07929
1301,-1,movie a 10/10,61,all of the actor and ,62,-38.95072,-35.52772,3.423
1302,77,is even worse than zombiez,78,is even worse than do ,1,-26.47746,-21.83136,4.6461
1303,49,not the best tale from,29,it is not that graphic ,-20,-31.75433,-24.29128,7.46305
1304,-1,cast was superb the strange,75,  in the story are ,76,-73.81641,-37.72097,36.09544
1305,47,the most disappointing tr game,49,most disappointing game yet it ,2,-52.175,-24.31315,27.86185
1306,67,be a poor western that,56,too bad but with clearly ,-11,-34.31915,-18.99183,15.32732
1307,50,line particularly funny scene involves,51,particularly funny scene involves 2 ,1,-34.78161,-12.98201,21.7996
1308,77,this was worse than watching,78,was worse than watching a ,1,-23.01533,-7.61272,15.40261
1309,47,sly's best out and,48,  best out and out ,1,-19.10179,-9.60043,9.50136
1310,44,with a bad script now,45,a bad script now maybe ,1,-38.04966,-21.26802,16.78164
1311,43,is quite funny you can,38,so incredibly bad that it ,-5,-35.94445,-20.61098,15.33347
1312,42,uninteresting and badly told into,43,and badly told into something ,1,-29.23923,-23.49699,5.74224
1313,44,movie was amazing to say,45,was amazing to say the ,1,-30.87281,-18.72073,12.15208
1314,46,and more solid the character,48,more solid the character had ,2,-42.01087,-16.96769,25.04318
1315,44,are some excellent set piece,10,  is a wonderful comedy ,-34,-38.49846,-7.50065,30.99781
1316,47,would be wonderful if they,48,be wonderful if they made ,1,-28.13089,-19.83282,8.29807
1317,44,is the best mob film,78,for best picture director actor ,34,-35.2427,-23.80604,11.43666
1318,48,are agile stupid and few,49,are stupid and few and ,1,-36.07455,-22.38475,13.6898
1319,-1,and/or the best and it,52,the best and it adds ,53,-44.01183,-16.48749,27.52434
1320,-1,be so boring in this,67,is a shame that history ,68,-45.67436,-28.3019,17.37246
1321,76,would be great on a,76,would be great on a ,0,-19.54614,-19.54614,0
1322,47,adventurous teenager best friend take,48,teenager best friend take a ,1,-36.92455,-28.16369,8.76086
1323,47,of his best performance as,0,          ,-47,-23.11928,-10.51984,12.59944
1324,45,truly a gem of a,46,a gem of a movie ,1,-26.53728,-19.82321,6.71407
1325,76,express how dull depressing and,77,how dull depressing and bad ,1,-68.62854,-17.35032,51.27822
1326,-1,half hour 1/10,72,an enjoyable film will be ,73,-48.29931,-30.17542,18.12389
1327,-1,it a 2/10,54,that at least by today's ,55,-44.13759,-35.46965,8.66794
1328,63,flows along predictable heavily moralistic,0,          ,-63,-62.13862,-7.74398,54.39464
1329,-1,last night 10/10,61,so predictable is the reason ,62,-36.2909,-18.70708,17.58382
1330,68,is an excellent film portraying,69,an excellent film portraying the ,1,-30.13389,-18.17913,11.95476
1331,47,costume were beautiful i find,74,really good job portraying emma ,27,-42.17077,-28.77059,13.40018
1332,47,and quite funny thing about,48,quite funny thing about ugly ,1,-18.10565,-15.44549,2.66016
1333,48,posteriorly other great hollywood star,49,other great hollywood star although ,1,-45.4781,-15.37364,30.10446
1334,45,of the worst silent film,46,the worst silent film is ,1,-45.78879,-16.53607,29.25272
1335,47,after something bad happened regardless,63,as a great start for ,16,-54.35344,-27.44249,26.91095
1336,48,is not terrible other than,49,not terrible other than the ,1,-35.10287,-13.80186,21.30101
1337,43,were also funny but this,31,i loved it i have ,-12,-33.56698,-17.59217,15.97481
1338,47,loyalty the solid screenplay with,58,the excellent performance of the ,11,-47.7865,-19.04559,28.74091
1339,45,of the best comedy i,16,this film it is sweet ,-29,-46.25244,-22.27009,23.98235
1340,46,amazing grace has,47,  amazing grace has a ,1,-22.86671,-6.49505,16.37166
1341,-1,it an 8/10 go see,75,overall i give it an ,76,-42.76151,-33.27958,9.48193
1342,48,line were funny like what,21,really stupid you know it ,-27,-26.51697,-21.04948,5.46749
1343,45,to be disappointing but it,46,be disappointing but it was ,1,-30.25363,-19.21239,11.04124
1344,44,really really bad documentary not,46,really bad documentary not only ,2,-20.81795,-9.2671,11.55085
1345,46,crayon and annoying banjo pickin,0,          ,-46,-59.33137,-6.00804,53.32333
1346,46,of their best movie i,47,their best movie i have ,1,-35.62085,-18.80251,16.81834
1347,47,was the worst drawn it,48,the worst drawn it is ,1,-52.54575,-12.02413,40.52162
1348,76,category of worst movie that,0,          ,-76,-26.4534,-17.93942,8.51398
1349,48,tedious and annoying you just,49,and annoying you just want ,1,-29.2336,-17.47231,11.76129
1350,-1,the subject 2/10,71,the heart of all who ,72,-39.32753,-24.74964,14.57789
1351,43,is the worst actress i,56,time avoid this movie i ,13,-38.43322,-21.3971,17.03612
1352,57,constantly eating best gal pal,48,  played by the beautiful ,-9,-106.4127,-22.47123,83.94147
1353,70,definitely not funny i wonder,71,not funny i wonder how ,1,-30.48939,-22.10854,8.38085
1354,53,find some funny scene the,54,some funny scene the first ,1,-31.90354,-10.10821,21.79533
1355,46,were no enjoyable character and,47,no enjoyable character and the ,1,-39.39144,-17.23563,22.15581
1356,43,is quite superb the film,0,          ,-43,-35.76645,-6.46444,29.30201
1357,47,perhaps the best so far,48,the best so far around ,1,-39.4896,-19.34666,20.14294
1358,-1,9 9 5/10,50,class the film shows very ,51,-62.61535,-35.80348,26.81187
1359,73,and the poor soul who,74,the poor soul who see ,1,-37.28448,-20.77962,16.50486
1360,-1,he makes great job expressing,78,book as well as mother ,79,-40.63572,-40.63572,0
1361,43,face worked perfectly what makes,0,          ,-43,-24.75926,-7.11847,17.64079
1362,51,cast is excellent basil rathbone,54,is excellent in a sympathetic ,3,-43.76539,-13.25277,30.51262
1363,51,a terrible waste of time,52,terrible waste of time and ,1,-29.4803,-14.21703,15.26327
1364,48,animated movie unfortunately this year's,49,animated movie unfortunately this is ,1,-45.50551,-15.25882,30.24669
1365,58,funny just annoying the original,59,just annoying the original voice ,1,-49.96085,-17.73907,32.22178
1366,49,through a terrible ordeal in,50,through a terrible in her ,1,-53.7529,-31.68299,22.06991
1367,51,celluloid a great director like,64,were superb but then every ,13,-73.41867,-23.45831,49.96036
1368,44,jason is fantastic he is,59,is excellent as the boss ,15,-46.25872,-13.35903,32.89969
1369,-1,but a disappointment,44,    the book were ,45,-37.23261,-24.62489,12.60772
1370,44,the world's best the national,45,the best the national is ,1,-36.75371,-9.34005,27.41366
1371,44,enjoy a solid action film,30,would say this film is ,-14,-37.57783,-20.92309,16.65474
1372,67,become quite enjoyable castle of,0,          ,-67,-34.77324,-21.73323,13.04001
1373,46,are mostly annoying american teen,54,expected there is the hero ,8,-47.92431,-27.23083,20.69348
1374,47,are a poor effort at,48,a poor effort at irony ,1,-35.32648,-23.471,11.85548
1375,73,not to waste your time,74,to waste your time on ,1,-31.73491,-18.19842,13.53649
1376,-1,simpson 3 5/10,77,way better from the simpson ,78,-83.37602,-27.47552,55.9005
1377,64,was the best and obviously,41,an excellent movie for pre ,-23,-32.27354,-16.60512,15.66842
1378,50,the time wasted watching the,39,thought well the only thought ,-11,-40.77958,-24.83148,15.9481
1379,48,mom is laughable i am,0,          ,-48,-34.0371,-12.79903,21.23807
1380,43,is not funny the film,46,not funny the film is ,3,-43.93276,-8.92799,35.00477
1381,50,out loud funny play on,51,loud funny play on sex ,1,-32.34673,-19.44402,12.90271
1382,47,fact even worse than that,48,even worse than that 60's ,1,-27.34392,-6.49227,20.85165
1383,45,i really loved this movie,0,          ,-45,-30.69486,-10.03007,20.66479
1384,43,underdog doing badly as the,44,doing badly as the good ,1,-52.70429,-24.62828,28.07601
1385,48,movie is amazing for several,49,is amazing for several reason ,1,-33.18996,-18.94679,14.24317
1386,44,truly god awful i went,0,          ,-44,-27.64485,-15.42686,12.21799
1387,43,are very funny i do,44,very funny i do not ,1,-34.9037,-7.56479,27.33891
1388,45,effect absolutely awful in my,46,absolutely awful in my opinion ,1,-35.67401,-18.28773,17.38628
1389,46,is a funny film it,47,a funny film it has ,1,-31.57871,-22.98373,8.59498
1390,50,seemingly intentionally bland and one,51,seemingly bland and one the ,1,-38.69152,-23.29917,15.39235
1391,46,at how poor the whole,0,          ,-46,-39.95866,-2.52326,37.4354
1392,72,be remembered best as the,73,remembered best as the guy ,1,-47.29673,-27.78919,19.50754
1393,45,a ridiculous waste of money,46,ridiculous waste of money if ,1,-28.3174,-17.85001,10.46739
1394,-1,plus inconceivably awful voiceover narration,0,          ,1,-30.85643,-4.09475,26.76168
1395,44,the very best depiction of,46,very best depiction of superman ,2,-38.87385,-10.90979,27.96406
1396,48,young jame best also appears,49,jame best also appears in ,1,-34.5721,-23.59397,10.97813
1397,45,might be funny it was,47,be funny it was not ,2,-31.99348,-16.37168,15.6218
1398,-1,all winner 10/10,54,as a child but to ,55,-46.85633,-40.56431,6.29202
1399,63,out loud funny you will,64,loud funny you will laugh ,1,-31.626,-14.35167,17.27433
1400,-1,seen formula 7/10,58,this movie as a fresh ,59,-67.32011,-29.88706,37.43305
1401,45,has been amazing i have,46,been amazing i have never ,1,-33.846,-11.26028,22.58572
1402,74,for fun 8/10 for displaying,0,          ,-74,-33.94761,-9.82922,24.11839
1403,45,his client fails him and,46,his fails him and his ,1,-29.11039,-28.93544,0.17495
1404,44,kind of boring at first,44,kind of boring at first ,0,-20.44076,-20.44076,0
